Group,Phase,Mineralogy,Grain Label,Reference,Meteorite,Technique,Size (nm),Notes,17O/16O,Error[17O/16O],18O/16O,Error[18O/16O],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(30Si/28Si)],d(25Mg/24Mg),Error[d(25Mg/24Mg)],d(26Mg/24Mg),Error[d(26Mg/24Mg)],27Al/24Mg,Error[27Al/24Mg],26Al/27Al,Error[26Al/27Al],41Ca/42Ca,Error[41Ca/42Ca],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],d(50Cr/52Cr),Error[d(50Cr/52Cr)],d(53Cr/52Cr),Error[d(53Cr/52Cr)],d(54Cr/52Cr),Error[d(54Cr/52Cr)],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)]
1,Oxide,Corundum,Al-9 ,Krestina LPSC 2002,Bishunpur,CIT 3f,,,0.0017700000,0.0000600000,0.0014900000,1.20E-04,,,,,,,,,,,4.00E-05,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,Hb-1 ,Krestina LPSC 2002,Semarkona,CIT 3f,,,0.0009415848,0.0000594204,0.0014955808,5.21E-05,,,,,,,,,,,3.24E-04,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,Al-10 ,Krestina LPSC 2002,Tieschitz,CIT 3f,,,0.0002800000,0.0000100000,0.0009900000,4.00E-05,,,,,,,,,,,2.00E-06,2.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,Al-12,Krestina LPSC 2002,Semarkona,CIT 3f,,,0.0003000000,0.0000200000,0.0015500000,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Hibonite,Hb-2 ,Krestina LPSC 2002,Bishunpur,CIT 3f,,,0.0003618550,0.0000167596,0.0017983056,5.11E-05,,,,,,,,,,,5.00E-05,3.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Hibonite,Hb-3 ,Krestina LPSC 2002,Tieschitz,CIT 3f,,,0.0003713775,0.0000190450,0.0017040800,3.61E-05,,,,,,,,,,,3.00E-05,2.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,Al-4 ,Krestina LPSC 2002,Semarkona,CIT 3f,,,0.0006500000,0.0000150000,0.0028100000,6.00E-05,,,,,,,,,,,2.10E-03,7.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-oxide,5_16_1,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,500x300,,0.0005980000,0.0000270000,0.0019500000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-oxide,5_16_2,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,300x360,,0.0004770000,0.0000190000,0.0020100000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-oxide,6_7,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,350x350,,0.0006240000,0.0000260000,0.0019500000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,hibonite,6_8,Leitner ApJ 2012,NWA 852,"MPI NanoSIMS, FIB, TEM",1750x300,Ti-rich subgrain,0.0006240000,0.0000120000,0.0015600000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-oxide,8_19,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,350x175,,0.0005110000,0.0000300000,0.0021300000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-oxide,10_11,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,300x300,,0.0005550000,0.0000310000,0.0019400000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Al-oxide,15_20_2,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,350x240,,0.0004010000,0.0000490000,0.0025000000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,Y_O@10_1,Marhas LPSC 2006,Yamoto 81025,MPI NanoSIMS,,,0.0005902741,0.0000360695,0.0020795531,6.71E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,648195B,Mostefaoui ApJ 2004,Acfer 094,MPI NanoSIMS,590,,0.0006760000,0.0000120000,0.0018700000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,36,,,,,,,,,,,,
1,Oxide,Spinel,871B ,Mostefaoui ApJ 2004,Acfer 094,MPI NanoSIMS,230,,0.0007400000,0.0000420000,0.0013600000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum/Hibonite,A1119-1,Nagashima Nature 2004,Acfer 094,TITec 1270 + SCAPS,200,,0.0004864855,0.0000041518,0.0018610558,1.18E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Corundum,A094_TS-12,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,200,,0.0007910000,0.0000670000,0.0013900000,1.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Corundum,A094_TS-16,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,200,,0.0005850000,0.0000200000,0.0021100000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,A094_TS-3a ,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,160,,0.0007480000,0.0000580000,0.0019400000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Corundum,A094_TS-3b,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,160,,0.0008050000,0.0000760000,0.0019000000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Corundum,A094_TS-5,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,150,,0.0012190000,0.0001350000,0.0016800000,1.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Spinel,A094_TS-9,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,320,,0.0012540000,0.0000750000,0.0018700000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Corundum,AH77307_16b,Nguyen ApJ 2007,ALHA 77307,"Wash U NanoSIMS, Auger",250,,0.0005680000,0.0000360000,0.0020300000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Hibonite,AH77307_17,Nguyen ApJ 2007,ALHA 77307,"Wash U NanoSIMS, Auger",150,,0.0005710000,0.0000240000,0.0019500000,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Spinel,AH77307_21c,Nguyen ApJ 2007,ALHA 77307,Wash U NanoSIMS,230,,0.0012250000,0.0000590000,0.0021800000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Spinel,AH77307_29 ,Nguyen ApJ 2007,ALHA 77307,Wash U NanoSIMS,200,,0.0007890000,0.0000430000,0.0016500000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide, Corundum,AH77307_6,Nguyen ApJ 2007,ALHA 77307,Wash U NanoSIMS,300,,0.0006170000,0.0000330000,0.0016200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide, Spinel,A094_TS-14,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,200,,0.0006550000,0.0000880000,0.0007700000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide, Spinel,A094_TS-3,Nguyen ApJ 2007,Acfer 094,Wash U NanoSIMS,100,,0.0004050000,0.0000490000,0.0025100000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-100a,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,215.88,,0.0007330000,0.0000621000,0.0019900000,8.52E-05,63,100,-90,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-rich,AH77307-101a,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,278.7,,0.0013800000,0.0000572000,0.0019700000,7.02E-05,-23,97,-66,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-102,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,278.7,,0.0009620000,0.0000627000,0.0020700000,6.86E-05,-80,79,-116,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-107b,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,249.277,,0.0005550000,0.0000435000,0.0018700000,7.47E-05,-77,97,-128,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-rich,AH77307-111a,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,305.3,,0.0030100000,0.0000785000,0.0020500000,6.10E-05,91,75,-5,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Al-rich,AH77307-114,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,329.762,,0.0007670000,0.0000389000,0.0012800000,5.04E-05,66,76,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-127,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,264.4,,0.0005640000,0.0000387000,0.0019700000,6.33E-05,-21,56,-8,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-129,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,264.4,,0.0006790000,0.0000465000,0.0019400000,7.91E-05,138,78,-78,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-132b,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,348.57,,0.0005010000,0.0000258000,0.0015900000,4.80E-05,-17,46,-16,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-144,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,278.7,,0.0006140000,0.0000452000,0.0018900000,7.04E-05,-53,60,-45,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-147b,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,341.34,,0.0005270000,0.0000279000,0.0018700000,4.33E-05,51,42,51,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-148b,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,264.4,,0.0007810000,0.0000460000,0.0018900000,7.26E-05,71,76,-50,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-148d,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,249.28,,0.0004640000,0.0000371000,0.0016100000,6.67E-05,-3,60,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-151,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,352.53,,0.0014700000,0.0000566000,0.0021100000,8.50E-05,-2,50,65,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,AH77307-153,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,305.3,,0.0007800000,0.0000514000,0.0018700000,6.55E-05,-74,57,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Mg-poor,AH77307-84,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,233.18,,0.0009020000,0.0000665000,0.0011300000,8.90E-05,            ,            ,            ,            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Mg-rich,AH77307-90,Nguyen ApJ 2010,ALHA 77307,Carnegie NanoSIMS,329.762,,0.0005880000,0.0000328000,0.0020300000,5.93E-05,-13,69,-175,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,QUE99-19,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,571.16,,0.0005894440,0.0000117000,0.0019838040,1.97E-05,            ,            ,-32.15,33.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,QUE99-20,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,249.28,,0.0006090830,0.0000542000,0.0018567550,8.23E-05,            ,            ,61.48,142.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,QUE99-21,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,264.4,,0.0005081810,0.0000271000,0.0015266790,4.88E-05,            ,            ,-4.18,69.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,QUE99-24,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,413.38,,0.0006082750,0.0000258000,0.0015238520,4.08E-05,            ,            ,-74.19,64.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,QUE99-28,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,329.76,,0.0005344060,0.0000199000,0.0018331340,3.80E-05,            ,            ,38.09,74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,QUE99-29,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,352.53,,0.0005757170,0.0000145000,0.0017638340,2.55E-05,            ,            ,-22.02,60.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,,QUE99-38,Nguyen ApJ 2010,QUE99177,Carnegie NanoSIMS,317.77,,0.0004099330,0.0000293000,0.0023824380,7.51E-05,            ,            ,26.74,104.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF1,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005107900,0.0000265200,0.0019793800,3.19E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF10,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004576500,0.0000181600,0.0018448500,3.56E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF11,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004458000,0.0000126000,0.0018232800,3.94E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF12,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004663900,0.0000124600,0.0018758200,2.60E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF13,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004826100,0.0000271100,0.0019503600,3.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF14,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004672200,0.0000124200,0.0017763600,2.09E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF15,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004810700,0.0000140100,0.0019353900,2.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF16,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0006825800,0.0000150200,0.0019334300,2.18E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF17,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004314100,0.0000215800,0.0017516800,2.66E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF18,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005033400,0.0000209000,0.0019625800,3.83E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF19,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004657600,0.0000223900,0.0018782600,3.16E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF2,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004836700,0.0000280100,0.0018489000,3.97E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF20,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005152100,0.0000213700,0.0018773800,4.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF21,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004362200,0.0000132100,0.0018971100,3.10E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF22,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004455900,0.0000202900,0.0016930800,3.12E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF23,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004239900,0.0000116400,0.0019018800,2.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF24,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004182200,0.0000103300,0.0019357100,2.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF26,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004784000,0.0000192900,0.0017728700,3.10E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF27,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0010877400,0.0000763600,0.0019004300,3.65E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF28,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005905400,0.0000275600,0.0019575400,6.09E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF29,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005142100,0.0000154200,0.0018945100,2.46E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF3,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005165700,0.0000217200,0.0019245100,2.39E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF30,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004714000,0.0000246600,0.0019574500,3.85E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF31,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004722700,0.0000166000,0.0019062000,3.07E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF32,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004642800,0.0000251600,0.0018507400,4.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF33,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005350700,0.0000176500,0.0018401700,2.03E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF34,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004672800,0.0000142000,0.0018198900,3.49E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF35,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004524800,0.0000227000,0.0018554600,4.41E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF36,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004442100,0.0000135000,0.0019026100,2.69E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF37,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004433800,0.0000199100,0.0019155400,3.26E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF38,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004309600,0.0000195200,0.0017622000,4.59E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF39,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004419300,0.0000096800,0.0020726500,3.69E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF4,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004866400,0.0000181400,0.0018946300,3.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF40,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004206700,0.0000157800,0.0019481600,3.47E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF41,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004461600,0.0000151500,0.0019854900,3.03E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF42,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004360400,0.0000179000,0.0018993000,5.61E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF43,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004471300,0.0000171700,0.0018851800,3.37E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF44,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004499100,0.0000187200,0.0020704200,5.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF47,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0006184800,0.0000230700,0.0019230000,3.42E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF48,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0006810600,0.0000277200,0.0018970700,3.23E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF49,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0007508600,0.0000458700,0.0018458200,2.91E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF5,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005156300,0.0000311900,0.0019223000,3.76E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF50,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0011738400,0.0000664200,0.0018425900,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF51,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004735300,0.0000168000,0.0019408800,3.19E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF52,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005047900,0.0000184900,0.0018627900,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF53,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004984900,0.0000268600,0.0018377000,5.25E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF54,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004381000,0.0000177600,0.0018600600,2.96E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF55,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004600000,0.0000213300,0.0018993200,3.35E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,MCF56,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0007160400,0.0000190300,0.0018618700,3.27E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
